링크,제목,키워드,기관,카테고리목록
https://www.damoa.or.kr/main/cmf_video.php?no=1274,한국장애인고용공단에서 알려주는 장애 학생 취업,,유튜브 채널 한국장애인고용공단,건강/상담; 부모교육 및 지원정책/상담; 우리들의 이야기/상담; 교육/상담; 안전/상담; 취미/상담; 요리/상담; 기타/상담; 생활정보/상담; 유튜브/상담; 직업/상담
https://www.damoa.or.kr/main/cmf_video.php?no=2586,발달장애인을 위한 책 '피치마켓'을 소개합니다,,복지TV,직업/선거; 건강/선거; 부모교육 및 지원정책/선거; 우리들의 이야기/선거; 교육/선거; 안전/선거; 취미/선거; 요리/선거; 기타/선거; 유튜브/선거; 생활정보/선거
https://www.damoa.or.kr/main/cmf_video.php?no=2357,진우는 선거결과가 무척 궁금합니다.,선거,유튜브 채널 발달장애 진우의 자립생활,직업/선거; 건강/선거; 부모교육 및 지원정책/선거; 우리들의 이야기/선거; 교육/선거; 안전/선거; 취미/선거; 요리/선거; 기타/선거; 유튜브/선거; 생활정보/선거
https://www.damoa.or.kr/main/cmf_video.php?no=1973,(사)서울장애인부모연대 선거 후보자 토론회 현장 영상,선거,사단법인 전국장애인부모연대,직업/선거; 건강/선거; 부모교육 및 지원정책/선거; 우리들의 이야기/선거; 교육/선거; 안전/선거; 취미/선거; 요리/선거; 기타/선거; 유튜브/선거; 생활정보/선거
https://www.damoa.or.kr/main/cmf_video.php?no=1411,[연합뉴스TV] 발달장애인 참정권 한 걸음 더…'쉬운 공약집' 등장,,유튜브 채널 연합뉴스TV,직업/선거; 건강/선거; 부모교육 및 지원정책/선거; 우리들의 이야기/선거; 교육/선거; 안전/선거; 취미/선거; 요리/선거; 기타/선거; 유튜브/선거; 생활정보/선거
https://www.damoa.or.kr/main/cmf_video.php?no=2786,환자를 검사하는데 도움을 주는 #진단검사의학보조원,,한국장애인고용공단,건강/손씻기; 기타/의료서비스; 유튜브/위생관리; 우리들의 이야기/손씻기; 교육/손씻기; 요리/손씻기; 직업/위생관리; 건강/위생관리; 안전/병원; 우리들의 이야기/위생관리; 부모교육 및 지원정책/의료서비스; 요리/위생관리; 취미/의료서비스; 교육/위생관리; 안전/손씻기; 유튜브/의료서비스; 직업/의료서비스; 건강/의료서비스; 기타/병원; 우리들의 이야기/의료서비스; 교육/의료서비스; 안전/위생관리; 요리/의료서비스; 부모교육 및 지원정책/병원; 취미/병원; 기타/손씻기; 유튜브/병원; 안전/의료서비스; 직업/병원; 기타/위생관리; 건강/병원; 부모교육 및 지원정책/손씻기; 우리들의 이야기/병원; 취미/손씻기; 요리/병원; 교육/병원; 부모교육 및 지원정책/위생관리; 생활정보/손씻기; 취미/위생관리; 유튜브/손씻기; 직업/손씻기
https://www.damoa.or.kr/main/cmf_video.php?no=2723,내가 만드는 간식 ⭐바나나 팬케이크⭐,,EBS,건강/손씻기; 우리들의 이야기/손씻기; 교육/손씻기; 요리/손씻기; 기타/팬케이크; 부모교육 및 지원정책/팬케이크; 안전/손씻기; 취미/팬케이크; 유튜브/팬케이크; 직업/팬케이크; 건강/팬케이크; 우리들의 이야기/팬케이크; 요리/팬케이크; 교육/팬케이크; 기타/손씻기; 부모교육 및 지원정책/손씻기; 취미/손씻기; 안전/팬케이크; 생활정보/손씻기; 유튜브/손씻기; 직업/손씻기
https://www.damoa.or.kr/main/cmf_video.php?no=2516,코로나 소독 어떻게 할까?,,EBS,건강/손씻기; 우리들의 이야기/손씻기; 교육/손씻기; 요리/손씻기; 안전/코로나 19; 안전/손씻기; 기타/코로나 19; 부모교육 및 지원정책/코로나 19; 기타/손씻기; 취미/코로나 19; 유튜브/코로나 19; 요리/코로나 19; 직업/코로나 19; 부모교육 및 지원정책/손씻기; 건강/코로나 19; 취미/손씻기; 우리들의 이야기/코로나 19; 교육/코로나 19; 생활정보/손씻기; 유튜브/손씻기; 직업/손씻기
https://www.damoa.or.kr/main/cmf_video.php?no=2515,코로나19 예방 어떻게 할까 ?,,EBS,건강/손씻기; 우리들의 이야기/손씻기; 교육/손씻기; 요리/손씻기; 안전/코로나 19; 안전/손씻기; 기타/코로나 19; 부모교육 및 지원정책/코로나 19; 기타/손씻기; 취미/코로나 19; 유튜브/코로나 19; 요리/코로나 19; 직업/코로나 19; 부모교육 및 지원정책/손씻기; 건강/코로나 19; 취미/손씻기; 우리들의 이야기/코로나 19; 교육/코로나 19; 생활정보/손씻기; 유튜브/손씻기; 직업/손씻기
https://www.damoa.or.kr/main/cmf_video.php?no=2510,안전맨 출동! 코로나19를 예방하라,,EBS,건강/손씻기; 우리들의 이야기/손씻기; 교육/손씻기; 요리/손씻기; 안전/코로나 19; 안전/손씻기; 기타/코로나 19; 부모교육 및 지원정책/코로나 19; 기타/손씻기; 취미/코로나 19; 유튜브/코로나 19; 요리/코로나 19; 직업/코로나 19; 부모교육 및 지원정책/손씻기; 건강/코로나 19; 취미/손씻기; 우리들의 이야기/코로나 19; 교육/코로나 19; 생활정보/손씻기; 유튜브/손씻기; 직업/손씻기
https://www.damoa.or.kr/main/cmf_video.php?no=37,반짝반짝 깨끗이 손씻기,손씻기,EBS,건강/손씻기; 부모교육 및 지원정책/손씻기; 우리들의 이야기/손씻기; 교육/손씻기; 안전/손씻기; 취미/손씻기; 요리/손씻기; 기타/손씻기; 생활정보/손씻기; 유튜브/손씻기; 직업/손씻기
https://www.damoa.or.kr/main/cmf_video.php?no=8,뽀득뽀득 깨끗하게 손을 씻어봅시다,,EBS,건강/손씻기; 우리들의 이야기/손씻기; 교육/손씻기; 기타/교육정보; 요리/손씻기; 부모교육 및 지원정책/교육정보; 취미/교육정보; 안전/손씻기; 유튜브/교육정보; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/손씻기; 부모교육 및 지원정책/손씻기; 안전/교육정보; 취미/손씻기; 생활정보/손씻기; 유튜브/손씻기; 직업/손씻기
https://www.damoa.or.kr/main/cmf_video.php?no=2733,"씻기, 익히기, 끓이기 식중독을 조심해",,EBS,취미/식중독; 기타/의료서비스; 유튜브/위생관리; 유튜브/식중독; 기타/식습관; 직업/위생관리; 직업/식중독; 건강/위생관리; 건강/식중독; 우리들의 이야기/위생관리; 부모교육 및 지원정책/의료서비스; 요리/위생관리; 부모교육 및 지원정책/식습관; 취미/의료서비스; 교육/위생관리; 우리들의 이야기/식중독; 교육/식중독; 요리/식중독; 취미/식습관; 유튜브/의료서비스; 생활정보/식습관; 유튜브/식습관; 직업/의료서비스; 직업/식습관; 건강/의료서비스; 건강/식습관; 교육/의료서비스; 우리들의 이야기/의료서비스; 우리들의 이야기/식습관; 안전/위생관리; 요리/의료서비스; 안전/식중독; 요리/식습관; 교육/식습관; 안전/의료서비스; 기타/위생관리; 기타/식중독; 안전/식습관; 부모교육 및 지원정책/위생관리; 부모교육 및 지원정책/식중독; 취미/위생관리
https://www.damoa.or.kr/main/cmf_video.php?no=77,"건강하게 먹어요, 식중독 예방법",,EBS,취미/식중독; 유튜브/식중독; 기타/식습관; 기타/교육정보; 직업/식중독; 건강/식중독; 부모교육 및 지원정책/식습관; 우리들의 이야기/식중독; 교육/식중독; 부모교육 및 지원정책/교육정보; 요리/식중독; 취미/식습관; 취미/교육정보; 생활정보/식습관; 유튜브/식습관; 유튜브/교육정보; 직업/식습관; 직업/교육정보; 건강/식습관; 건강/교육정보; 우리들의 이야기/식습관; 안전/식중독; 요리/식습관; 교육/식습관; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/식중독; 안전/식습관; 안전/교육정보; 부모교육 및 지원정책/식중독
https://www.damoa.or.kr/main/cmf_video.php?no=52,올바른 식사 예절,,EBS,기타/식습관; 기타/교육정보; 기타/예절; 부모교육 및 지원정책/식습관; 부모교육 및 지원정책/교육정보; 취미/식습관; 취미/교육정보; 생활정보/식습관; 유튜브/식습관; 부모교육 및 지원정책/예절; 유튜브/교육정보; 취미/예절; 직업/식습관; 직업/교육정보; 건강/식습관; 건강/교육정보; 생활정보/예절; 우리들의 이야기/식습관; 유튜브/예절; 직업/예절; 요리/식습관; 교육/식습관; 우리들의 이야기/교육정보; 교육/교육정보; 건강/예절; 요리/교육정보; 우리들의 이야기/예절; 교육/예절; 요리/예절; 안전/식습관; 안전/교육정보; 안전/예절
https://www.damoa.or.kr/main/cmf_video.php?no=47,새콤한 김치먹기 대작전,,EBS,기타/식습관; 기타/교육정보; 부모교육 및 지원정책/식습관; 부모교육 및 지원정책/교육정보; 취미/식습관; 취미/교육정보; 생활정보/식습관; 유튜브/식습관; 유튜브/교육정보; 직업/식습관; 직업/교육정보; 건강/식습관; 우리들의 이야기/식습관; 건강/교육정보; 요리/식습관; 교육/식습관; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 안전/식습관; 안전/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=9,골고루 맛있게 먹는 습관 만들기,,EBS,기타/식습관; 기타/교육정보; 부모교육 및 지원정책/식습관; 부모교육 및 지원정책/교육정보; 취미/식습관; 취미/교육정보; 생활정보/식습관; 유튜브/식습관; 유튜브/교육정보; 직업/식습관; 직업/교육정보; 건강/식습관; 우리들의 이야기/식습관; 건강/교육정보; 요리/식습관; 교육/식습관; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 안전/식습관; 안전/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=4497,세은이의 수학여행 /발달장애 어린이의 일반학교 생활 /초등학교 제주도 수학여행,여행,유튜브 채널 법대출신수학강사,건강/여행; 우리들의 이야기/여행; 교육/여행; 요리/여행; 기타/친구; 안전/여행; 부모교육 및 지원정책/친구; 취미/친구; 유튜브/친구; 생활정보/친구; 직업/친구; 건강/친구; 우리들의 이야기/친구; 기타/여행; 교육/친구; 요리/친구; 부모교육 및 지원정책/여행; 취미/여행; 생활정보/여행; 유튜브/여행; 직업/여행; 안전/친구
https://www.damoa.or.kr/main/cmf_video.php?no=4495,발달장애 681번째ㆍ교육ㆍ클라이밍ㆍRc카 조종ㆍ사물놀이,,유튜브 채널 피플러브 peoplelove,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=4021,특집기사. 신나는 세계여행 (6~12세),여행,EBS,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=3990,신혼 여행으로 이스라엘에서 1년동안 봉사하고 왔습니다,여행,유튜브 채널 심터뷰,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=3551,디스에이블드 천재 테이프 아티스트 박태현 작가 | 인터뷰 | 엄마 | 가족 | 발달장애 예술가 | 직장인 | 여행 | 전시,여행,유튜브 채널 디스에이블드_스튜디오,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=2725,바다로~ 산으로~ 여행을 떠나요,여행,EBS,건강/여행; 우리들의 이야기/여행; 안전/캠핑하기; 교육/여행; 요리/여행; 기타/캠핑하기; 안전/여행; 부모교육 및 지원정책/캠핑하기; 취미/캠핑하기; 유튜브/캠핑하기; 기타/여행; 생활정보/캠핑하기; 직업/캠핑하기; 건강/캠핑하기; 우리들의 이야기/캠핑하기; 교육/캠핑하기; 부모교육 및 지원정책/여행; 취미/여행; 요리/캠핑하기; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=2705,"여행 두 번째, 같이 책방을 가보자(같이 해요 시리즈 8편)",여행,유튜브 채널 사단법인 전국장애인부모연대,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=2704,"여행 첫 번째, 같이 걸어보자(같이 해요 시리즈 7편)",여행,유튜브 채널 사단법인 전국장애인부모연대,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=2326,진우가 친구들과 함께 여행 하기로 했는데 가는 길이 쉽지 않습니다.,여행,유튜브 채널 발달장애 진우의 자립생활,건강/여행; 우리들의 이야기/여행; 교육/여행; 요리/여행; 기타/친구; 안전/여행; 부모교육 및 지원정책/친구; 취미/친구; 유튜브/친구; 생활정보/친구; 직업/친구; 건강/친구; 우리들의 이야기/친구; 기타/여행; 교육/친구; 요리/친구; 부모교육 및 지원정책/여행; 취미/여행; 생활정보/여행; 유튜브/여행; 직업/여행; 안전/친구
https://www.damoa.or.kr/main/cmf_video.php?no=2322,진우가 처음으로 시내버스를 타고 군산을 다녀와요. 근대역사박물관 근처를 여행했습니다.,여행,유튜브 채널 발달장애 진우의 자립생활,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=2305,진우는 어떻게 기차여행 시간 계획을 세울까요?,여행,유튜브 채널 발달장애 진우의 자립생활,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=2275,진우가 키코GPS와 함께 처음으로 혼자 기차여행을 합니다.,여행,유튜브 채널 발달장애 진우의 자립생활,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=42,영국과 프랑스에서 뭐할까?,,EBS,건강/여행; 우리들의 이야기/여행; 교육/여행; 요리/여행; 기타/교육정보; 부모교육 및 지원정책/교육정보; 취미/교육정보; 안전/여행; 유튜브/교육정보; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/여행; 부모교육 및 지원정책/여행; 취미/여행; 안전/교육정보; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=38,제주도 여행에서는 뭐 할까?,여행,EBS,건강/여행; 우리들의 이야기/여행; 교육/여행; 요리/여행; 기타/교육정보; 부모교육 및 지원정책/교육정보; 취미/교육정보; 안전/여행; 유튜브/교육정보; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/여행; 부모교육 및 지원정책/여행; 취미/여행; 안전/교육정보; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=4382,"(SUB)발달장애 아들을 둔 엄마 오윤아의 고민 (ft. 민이 근황, 아들 육아, 리즈 시절, 아들맘 일상) [Oh!윤아]",,유튜브 채널 Oh!윤아,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=3875,발달장애 아이와 엄마가 함께하는 경기도 힐링캠프,,유튜브 채널 김태호,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=3835,독도는 우리 땅! 발달장애학생들의 독도&울릉도 여행기 / 안동MBC 전국시대,여행,유튜브 채널 안동MBC PLUS,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=2926,2022. 05. 25. 발달장애 학생들의 여행‥우리도 행복해지고 싶어요,여행,유튜브 채널 뉴스EBS,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=1588,발달장애 청소년들의 제주도 여행기,여행,유튜브 채널 송파인성장애인복지관Insungwel,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=1553,[KBS America News] 발달 장애 아동 가족들의 특별한 여행 7.28.17,여행,유튜브 채널 KBS America,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=1445,발달장애 아동가정에 꿈과 쉼을! - 꿈고래놀이터부모협동조합X라이프오브더칠드런,,유튜브 채널 라이프오브더칠드런Life of the Children,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=1356,[다큐멘터리] 발달장애아의 부모로 산다는 것,,유튜브 채널 티브로드부산방송,건강/여행; 부모교육 및 지원정책/여행; 우리들의 이야기/여행; 교육/여행; 취미/여행; 요리/여행; 안전/여행; 기타/여행; 생활정보/여행; 유튜브/여행; 직업/여행
https://www.damoa.or.kr/main/cmf_video.php?no=3543,"박혜신 작가님, 첫사랑이 누구예요? | 발달장애예술가 | 인터뷰 | 이상형 월드컵 | 연애 | 아이돌 | 첫사랑",연애,유튜브 채널 디스에이블드_스튜디오,직업/연애; 건강/연애; 부모교육 및 지원정책/연애; 우리들의 이야기/연애; 교육/연애; 안전/연애; 취미/연애; 요리/연애; 기타/연애; 유튜브/연애; 생활정보/연애
https://www.damoa.or.kr/main/cmf_video.php?no=3535,발달장애 예술가의 연애 썰... 그것이 알고 싶다 | 비혼주의 김채성작가 with누나,연애,유튜브 채널 디스에이블드_스튜디오,직업/연애; 건강/연애; 부모교육 및 지원정책/연애; 우리들의 이야기/연애; 교육/연애; 안전/연애; 취미/연애; 요리/연애; 기타/연애; 유튜브/연애; 생활정보/연애
https://www.damoa.or.kr/main/cmf_video.php?no=2759,오늘의 옷장 - 데이트에 맞는 옷 입기,,시청자미디어재단,직업/연애; 건강/연애; 부모교육 및 지원정책/연애; 우리들의 이야기/연애; 교육/연애; 안전/연애; 취미/연애; 요리/연애; 기타/연애; 유튜브/연애; 생활정보/연애
https://www.damoa.or.kr/main/cmf_video.php?no=4368,발달장애 누나의 연애사업1,연애,유튜브 채널 니얼굴_은혜씨 Eun hye,직업/연애; 건강/연애; 부모교육 및 지원정책/연애; 우리들의 이야기/연애; 교육/연애; 안전/연애; 취미/연애; 요리/연애; 기타/연애; 유튜브/연애; 생활정보/연애
https://www.damoa.or.kr/main/cmf_video.php?no=4084,식당에서 지켜야 할 규칙 (2~5세),,EBS,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=4083,친구를 괴롭히는 건 나빠요 (2~5세),,EBS,기타/친구; 기타/예절; 부모교육 및 지원정책/친구; 부모교육 및 지원정책/예절; 취미/예절; 취미/친구; 생활정보/예절; 유튜브/친구; 유튜브/예절; 직업/예절; 생활정보/친구; 직업/친구; 건강/친구; 건강/예절; 우리들의 이야기/친구; 우리들의 이야기/예절; 교육/예절; 요리/예절; 교육/친구; 요리/친구; 안전/친구; 안전/예절
https://www.damoa.or.kr/main/cmf_video.php?no=3830,[슬기로운 성인권] 모두 행복한 경계존중,,시청자미디어재단,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=3829,[슬기로운 성교육] 데이트 코칭,,시청자미디어재단,기타/친구; 기타/예절; 부모교육 및 지원정책/친구; 부모교육 및 지원정책/예절; 취미/예절; 취미/친구; 생활정보/예절; 유튜브/친구; 유튜브/예절; 직업/예절; 생활정보/친구; 직업/친구; 건강/친구; 건강/예절; 우리들의 이야기/친구; 우리들의 이야기/예절; 교육/예절; 요리/예절; 교육/친구; 요리/친구; 안전/친구; 안전/예절
https://www.damoa.or.kr/main/cmf_video.php?no=3825,[알아두면 쓸모있는 제도!] 장애인활동지원사업,,시청자미디어재단,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=3824,[알아두면 쓸모있는 제도!] 성년후견제도 2부,,시청자미디어재단,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=3823,[알아두면 쓸모있는 제도!] 성년후견제도 1부,,시청자미디어재단,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=3819,스마트폰 일상에서 잘 사용하려면,,시청자미디어재단,기타/친구; 기타/예절; 부모교육 및 지원정책/친구; 부모교육 및 지원정책/예절; 취미/예절; 취미/친구; 생활정보/예절; 유튜브/친구; 유튜브/예절; 직업/예절; 생활정보/친구; 직업/친구; 건강/친구; 건강/예절; 우리들의 이야기/친구; 우리들의 이야기/예절; 교육/예절; 요리/예절; 교육/친구; 요리/친구; 안전/친구; 안전/예절
https://www.damoa.or.kr/main/cmf_video.php?no=3816,SNS로 친구 사귀기,,시청자미디어재단,부모교육 및 지원정책/SNS; 취미/SNS; 기타/예절; 기타/친구; 유튜브/SNS; 직업/SNS; 부모교육 및 지원정책/친구; 건강/SNS; 부모교육 및 지원정책/예절; 우리들의 이야기/SNS; 취미/예절; 요리/SNS; 취미/친구; 교육/SNS; 생활정보/예절; 유튜브/친구; 유튜브/예절; 직업/예절; 생활정보/친구; 직업/친구; 건강/친구; 건강/예절; 우리들의 이야기/친구; 우리들의 이야기/예절; 교육/예절; 요리/예절; 교육/친구; 요리/친구; 안전/SNS; 안전/친구; 안전/예절; 기타/SNS
https://www.damoa.or.kr/main/cmf_video.php?no=3814,[슬기로운 성교육] 학령기 여학생용,,시청자미디어재단,기타/친구; 기타/예절; 부모교육 및 지원정책/친구; 부모교육 및 지원정책/예절; 취미/예절; 취미/친구; 생활정보/예절; 유튜브/친구; 유튜브/예절; 직업/예절; 생활정보/친구; 직업/친구; 건강/친구; 건강/예절; 우리들의 이야기/친구; 우리들의 이야기/예절; 교육/예절; 요리/예절; 교육/친구; 요리/친구; 안전/친구; 안전/예절
https://www.damoa.or.kr/main/cmf_video.php?no=3813,[슬기로운 성교육] 학령기 남학생용,,시청자미디어재단,기타/친구; 기타/예절; 부모교육 및 지원정책/친구; 부모교육 및 지원정책/예절; 취미/예절; 취미/친구; 생활정보/예절; 유튜브/친구; 유튜브/예절; 직업/예절; 생활정보/친구; 직업/친구; 건강/친구; 건강/예절; 우리들의 이야기/친구; 우리들의 이야기/예절; 교육/예절; 요리/예절; 교육/친구; 요리/친구; 안전/친구; 안전/예절
https://www.damoa.or.kr/main/cmf_video.php?no=2859,(발달장애인을 위한) 도서관 예절,예절,국립장애인도서관,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=2792,도서관이 처음인 분들을 위한 공공도서관 이용 방법,,유튜브 채널 소소한 소통,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=2791,공공도서관을 이용할 때 꼭 지켜야 할 예절,예절,유튜브 채널 소소한 소통,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=2790,장례식장이 처음이라면? 수어와 함께보는 장례식장 예절 2편,예절,유튜브 채널 소소한 소통,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=2789,내 인생 첫 부고 문자 수어와 함께 보는 장례식장 예절 1편,예절,유튜브 채널 소소한 소통,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=2761,오늘의 옷장 - 장례식에 맞는 옷 입기,,시청자미디어재단,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=2737,방귀의 정체를 밝혀라!,,EBS,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=2729,순서대로 차례를 지켜요,,EBS,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=2722,노래로 이야기하는 신나는 뮤지컬,,EBS,유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절
https://www.damoa.or.kr/main/cmf_video.php?no=166,직장생활 예절은 이렇게! 슬기로운 회사생활,예절,시청자미디어재단,유튜브/회사원; 직업/회사원; 건강/회사원; 우리들의 이야기/회사원; 교육/회사원; 기타/예절; 요리/회사원; 부모교육 및 지원정책/예절; 취미/예절; 안전/회사원; 생활정보/예절; 유튜브/예절; 직업/예절; 건강/예절; 우리들의 이야기/예절; 교육/예절; 요리/예절; 기타/회사원; 부모교육 및 지원정책/회사원; 안전/예절; 취미/회사원
